#test for 4815		
3 0 0 24 1980 1 0		
3028.6392 -6865.5780 05BL027		
3024.3036 -6870.042 05BL019		
3017.1156 -6875.322 05BL022		
0.1	0.1	0.289
-1	-1	0.29499999
-1	-1	0.27900001
-1	-1	0.29499999
-1	-1	0.285
-1	-1	0.27500001
-1	-1	0.26899999
-1	-1	0.26499999
-1	-1	0.252
-1	-1	0.24699999
-1	-1	0.243
-1	-1	0.235
-1	-1	0.227
-1	-1	0.20999999
-1	-1	0.18000001
-1	-1	0.177
-1	-1	0.17200001
-1	-1	0.16599999
-1	-1	0.16
-1	-1	0.15700001
-1	-1	0.15899999
-1	-1	0.154
-1	-1	0.15099999
-1	-1	0.154
-1	-1	0.15000001
-1	-1	0.145
-1	-1	0.141
-1	-1	0.142
-1	-1	0.14399999
-1	-1	0.146
-1	-1	0.148
-1	-1	0.148
-1	-1	0.148
-1	-1	0.15000001
-1	-1	0.149
-1	-1	0.15000001
-1	-1	0.149
-1	-1	0.15000001
-1	-1	0.15000001
-1	-1	0.15099999
-1	-1	0.15000001
-1	-1	0.149
-1	-1	0.153
-1	-1	0.154
-1	-1	0.156
-1	-1	0.15700001
-1	-1	0.15800001
-1	-1	0.15899999
-1	-1	0.16
-1	-1	0.162
-1	-1	0.162
-1	-1	0.163
-1	-1	0.163
-1	-1	0.162
-1	-1	0.162
-1	-1	0.161
-1	-1	0.162
-1	-1	0.16500001
-1	1.59	0.17
-1	1.58	0.168
-1	1.52	0.168
-1	1.51	0.164
-1	1.52	0.15899999
-1	1.52	0.163
-1	1.53	0.16500001
-1	1.53	0.163
-1	1.53	0.16
-1	1.54	0.15800001
-1	1.54	0.161
-1	1.54	0.161
-1	1.55	0.16
-1	1.52	0.162
-1	1.52	0.16
-1	1.51	0.161
-1	1.49	0.164
-1	1.48	0.163
-1	1.46	0.16500001
-1	1.4400001	0.164
-1	1.42	0.16
-1	1.4400001	0.15899999
-1	1.41	0.15899999
-1	1.41	0.15899999
-1	1.47	0.164
-1	1.42	0.161
-1	1.4400001	0.154
-1	1.46	0.162
-1	1.47	0.15899999
-1	1.48	0.15700001
-1	1.5	0.153
-1	1.53	0.153
-1	1.5	0.152
-1	1.52	0.156
-1	1.54	0.169
-1	1.53	0.167
-1	1.49	0.17299999
-1	1.53	0.199
-1	1.55	0.212
-1	1.5599999	0.226
-1	1.53	0.21600001
-1	1.51	0.235
-1	1.55	0.241
-1	1.52	0.25
-1	1.53	0.264
-1	1.66	0.29100001
-1	1.8200001	0.31600001
-1	2.0999999	0.34599999
-1	2.3199999	0.44499999
-1	2.8900001	0.56099999
-1	4.1599998	0.73100001
-1	6.04	1.05
-1	9.5100002	1.4
-1	9.8000002	1.35
-1	7.8200002	1.3
1.3	9.2399998	2.0999999
1.8099999	12.6	2.5
2.01	15.1	2.99
2.2	16.299999	3.5
2.46	19.4	4
2.6500001	22.9	4.6500001
2.77	25	5.3000002
2.6199999	24.799999	5.5300002
2.52	25.6	5.4000001
2.5899999	27.700001	5.9000001
2.77	29.4	6.3600001
2.52	29.200001	5.8899999
2.5	28.799999	5.7800002
2.47	29.5	5.5700002
2.21	26.700001	4.77
2.0699999	23.9	4.0900002
1.99	23.4	4.0500002
1.8200001	21.700001	3.5799999
1.72	20.4	3.22
1.67	19.9	3.02
1.59	19.299999	2.8499999
1.55	19	2.8199999
1.59	19.5	2.8399999
1.6	20.1	2.79
1.59	20.9	2.8199999
1.61	21.6	3.04
1.64	22.9	3.45
1.64	22.700001	3.45
1.85	24.4	3.5899999
1.8099999	26.1	3.71
2.01	25.700001	4.5100002
2.74	29.1	10.5
2.79	30.1	19
5.4299998	65.900002	23.5
4.6300001	57.599998	18.299999
4.6199999	48.700001	14.7
4.29	45.799999	14
3.8800001	43.799999	13.3
3.5599999	40.200001	12
3.5899999	38.099998	11.1
4.2199998	41.599998	11.8
8.2200003	48.400002	12.3
7.8899999	47.900002	11.4
5.9899998	45.900002	10.8
6.25	46.099998	10.5
5.1799998	42.700001	9.3299999
5.1799998	40.5	8.8299999
6.77	43.400002	8.9099998
8.9099998	50	9.3000002
6.9299998	53.099998	9.6300001
5.5	50.5	9.3500004
4.77	46.200001	8.4799995
4.7199998	47	8.1300001
4.9899998	49.400002	8.2299995
4.6799998	47.299999	8.5699997
4.1999998	47.200001	8.8500004
3.75	42	7.6799998
3.4100001	37.200001	6.7399998
3.1900001	34.299999	5.9200001
2.97	31.5	5.3000002
2.74	29.1	4.6900001
2.55	26.799999	4.2600002
2.4300001	24.5	3.8699999
2.4000001	23.299999	3.8099999
2.3599999	23.6	4.02
2.28	21.5	3.6700001
2.1300001	19.5	3.25
2.04	18.299999	3.0699999
1.9400001	17.4	2.9400001
1.83	16.1	2.77
1.74	15.3	2.5599999
1.66	14.6	2.4000001
1.6	14.1	2.26
1.53	13.4	2.1300001
1.47	12.7	2.03
1.4	12	1.97
1.33	11.5	1.88
1.3	11.1	1.8
1.27	11.1	1.78
1.24	10.6	1.71
1.22	10.1	1.66
1.16	9.7399998	1.6
1.11	9.3599997	1.59
1.08	9.0799999	1.54
1.04	8.8100004	1.46
1.03	8.5100002	1.39
1.01	8.1700001	1.34
1.11	8.6099997	1.49
0.99000001	8.1300001	1.33
0.94400001	7.6199999	1.24
0.91399997	7.4200001	1.2
0.90700001	7.3899999	1.21
0.88200003	7.29	1.15
0.86400002	7.0700002	1.1900001
0.852	6.8200002	1.1
0.83600003	6.5	1.03
0.78200001	6.1100001	0.991
0.79299998	6.0100002	0.96399999
0.73299998	5.8699999	0.93400002
0.713	5.6700001	0.90600002
0.69999999	5.4400001	0.889
0.69599998	5.4299998	0.90100002
0.75599998	5.9699998	1.05
0.68000001	5.7199998	0.92799997
0.76899999	5.6799998	0.99900001
1.21	8.3900003	1.36
1.13	7.9499998	1.12
