#test for 4815		
3 0 0 24 1980 1 0		
3028.6392 -6865.5780 05BL027		
3024.3036 -6870.042 05BL019		
3017.1156 -6875.322 05BL022		
1.08	7.52	0.99599999
2.1800001	10.8	1.83
1.92	10.5	1.41
2.01	11.2	1.66
2.5	14.1	2.1099999
2.4000001	13.4	1.86
2.1400001	12.1	1.64
1.88	11	1.47
1.76	9.96	1.33
1.6799999	9.2299995	1.25
1.73	9.3900003	1.35
1.64	8.8999996	1.23
1.51	8.2600002	1.14
1.4400001	7.9699998	1.09
1.35	7.6199999	1.03
1.28	7.1900001	0.977
1.3099999	7.0700002	0.98199999
1.22	6.9200001	0.95599997
1.15	6.5	0.88599998
1.09	6.21	0.83099997
1.11	6.1399999	0.78200001
1.1	5.96	0.73199999
1.03	5.73	0.713
1.04	5.6399999	0.70899999
1.01	5.5500002	0.68300003
0.98500001	5.3499999	0.70099998
0.99599999	5.2600002	0.77100003
0.92699999	5.0900002	0.81400001
0.903	4.8699999	0.84399998
0.88	4.6900001	0.79000002
0.91100001	4.5999999	0.80900002
0.90100002	4.9099998	0.93099999
0.85699999	4.6199999	0.889
0.847	4.4499998	0.87099999
0.83899999	4.3200002	0.86699998
0.89700001	4.48	0.89700001
1.0700001	5.1999998	1.1
1.09	5.6900001	1.28
1.53	7.21	1.85
1.61	7.25	1.59
1.76	7.5799999	1.89
1.73	7.7399998	1.66
1.6900001	7.5300002	1.61
1.62	7.48	1.58
1.54	7.3499999	1.5
1.48	7.0500002	1.4
1.42	6.79	1.3200001
1.41	6.54	1.24
1.38	6.27	1.14
1.33	6.02	1.0599999
1.3099999	5.7600002	0.96200001
1.29	5.6100001	0.92000002
1.27	5.4499998	0.90899998
1.58	8.25	1.63
1.5	8.25	1.25
1.45	7.6599998	1.14
1.42	7.3899999	1.13
1.39	7.1599998	1.09
1.36	6.9299998	1
1.33	6.7800002	0.94800001
1.3099999	6.48	0.93300003
1.3099999	6.3200002	0.97100002
1.3200001	6.8200002	1.24
1.22	6.4499998	1.09
1.21	6.23	1.03
1.17	5.98	0.98900002
1.14	5.8299999	0.98299998
1.15	5.73	0.963
1.09	5.6500001	0.94599998
1.04	5.25	0.81599998
1.05	5.4699998	0.99800003
1	5.1700001	0.93000001
0.98100001	5.0799999	0.90499997
0.958	4.98	0.89399999
1	5.21	0.861
0.94400001	5.0700002	0.87
0.92900002	4.52	0.88
0.926	4.6599998	0.71100003
0.86500001	4.8600001	0.83499998
0.83899999	4.7600002	0.75
0.824	4.6399999	0.69
0.81300002	4.4000001	0.64300001
0.83099997	4.6300001	0.73100001
0.82999998	4.5	0.685
0.82499999	4.3000002	0.69400001
-1	-1	0.75199997
-1	-1	0.81199998
-1	-1	0.722
-1	-1	0.77499998
-1	-1	0.82499999
-1	-1	0.83700001
-1	-1	0.88700002
-1	-1	0.90499997
-1	-1	0.79500002
-1	-1	0.74000001
-1	-1	0.73000002
-1	-1	0.72000003
-1	-1	0.70999998
-1	-1	0.69999999
-1	-1	0.64999998
-1	-1	0.60000002
-1	-1	0.56999999
-1	-1	0.583
-1	-1	0.58999997
-1	-1	0.60000002
-1	-1	0.55000001
-1	-1	0.54000002
-1	-1	0.52999997
-1	-1	0.51599997
-1	-1	0.53200001
-1	-1	0.52700001
-1	-1	0.53899997
-1	-1	0.54900002
-1	-1	0.54000002
-1	-1	0.53399998
-1	-1	0.46799999
-1	-1	0.461
-1	-1	0.46900001
-1	-1	0.46399999
-1	-1	0.45899999
-1	-1	0.45300001
-1	-1	0.447
-1	-1	0.44400001
-1	-1	0.44
-1	-1	0.39399999
-1	-1	0.36000001
-1	-1	0.373
-1	-1	0.36399999
-1	-1	0.35499999
-1	-1	0.419
-1	-1	0.56300002
-1	-1	0.58899999
-1	-1	0.65799999
-1	-1	0.315
-1	-1	0.37
-1	-1	0.382
-1	-1	0.37400001
-1	-1	0.366
-1	-1	0.366
-1	-1	0.33899999
-1	-1	0.40599999
-1	-1	0.95499998
-1	-1	1.05
-1	-1	0.96899998
-1	-1	0.92299998
-1	-1	0.92000002
